60.0	0.0
62.0	0.0
64.0	0.0
66.0	0.0
68.0	0.042785761753685425
70.0	0.00427862663689893
72.0	0.05047988053738539
74.0	0.0
76.0	0.06765023644458357
78.0	0.03006940660373658
80.0	0.0
82.0	0.0
84.0	0.0
86.0	0.0
88.0	0.0
90.0	0.0
92.0	0.0
94.0	0.0
96.0	0.025000343112295043
98.0	0.050832804694946
100.0	0.0420210532294073
102.0	0.08053702675179197
104.0	0.058079510138002055
106.0	0.00872691499223166
108.0	0.007916250832321614
110.0	0.026151523768490614
112.0	0.02655927852414719
114.0	0.022726519916963728
116.0	0.014942776624495613
118.0	0.009892995574008023
120.0	0.01176843484391521
122.0	0.0008487370908568659
124.0	0.012884897053255573
126.0	0.028906462339900574
128.0	0.03604682999751929
130.0	0.04160827033802039
132.0	0.057282852218871194
134.0	0.06761104448187172
136.0	0.0702187616361809
138.0	0.06593934981003491
140.0	0.051940723695376834
142.0	0.04389568981499614
144.0	0.036883229407387086
146.0	0.034147739218988726
148.0	0.02602625344352616
150.0	0.020018429752066136
152.0	0.024320862350345362
154.0	0.02892355450236972
156.0	0.03337432924679795
158.0	0.03977396876999206
160.0	0.04970257112268739
162.0	0.055853486349927595
164.0	0.05833057968743882
166.0	0.05881185761100882
168.0	0.06078309349418354
170.0	0.05419421722611717
172.0	0.042123519381666696
174.0	0.03557362500489614
176.0	0.028050978026712636
178.0	0.026115444753436967
180.0	0.03016731581214993
182.0	0.03110404658389143
184.0	0.03611358988419311
186.0	0.04125988014570514
188.0	0.0423753222879375
190.0	0.04487526693039845
192.0	0.052537226900630674
194.0	0.05806749206846584
196.0	0.05899968443591452
198.0	0.05630563981042658
200.0	0.04903306398757068
202.0	0.04082607470656585
204.0	0.03928114879949862
206.0	0.03903058647657098
208.0	0.0369286385178802
210.0	0.036918259762641514
212.0	0.03991677320381759
214.0	0.043024581880850676
216.0	0.04799758333006943
218.0	0.05485305341219171
220.0	0.05564194325852223
